Case ID,Case Type,Court,Judge Name,Date,Plaintiff,Defendant,Case Summary,Key Arguments,Verdict,Appeal Status,Legal References,Outcome Summary
956,Criminal Case,District Court,Justice Reddy,2017-10-27,Party_291,Party_762,Legal dispute over criminal case issue.,"Arguments presented based on Constitution of India, Article 21.",In favor of Plaintiff,Appeal Dismissed,"Constitution of India, Article 21","In favor of Plaintiff with reference to Constitution of India, Article 21."
957,Corporate Law,NCLT,Justice Kumar,2015-06-07,Party_34,Party_890,Legal dispute over corporate law issue.,"Arguments presented based on IPC Section 378, 323.",Guilty,No Appeal,"Constitution of India, Article 21","Guilty with reference to Constitution of India, Article 21."
958,Criminal Case,District Court,Justice Sharma,2021-05-12,Party_403,Party_679,Legal dispute over criminal case issue.,"Arguments presented based on IPC Section 378, 323.",Guilty,No Appeal,"Constitution of India, Article 21","Guilty with reference to Constitution of India, Article 21."
959,Constitutional,High Court,Justice Kumar,2021-11-05,Party_147,Party_569,Legal dispute over constitutional issue.,"Arguments presented based on IPC Section 378, 323.",In favor of Plaintiff,Appeal Dismissed,"IPC Section 378, 323","In favor of Plaintiff with reference to IPC Section 378, 323."
960,Civil Dispute,District Court,Justice Reddy,2024-01-28,Party_131,Party_812,Legal dispute over civil dispute issue.,"Arguments presented based on Article 300A, Transfer of Property Act 1882.",In favor of Defendant,Appeal Pending,"Article 300A, Transfer of Property Act 1882","In favor of Defendant with reference to Article 300A, Transfer of Property Act 1882."
961,Criminal Case,NCLT,Justice Nair,2021-03-29,Party_63,Party_611,Legal dispute over criminal case issue.,"Arguments presented based on IPC Section 378, 323.",In favor of Plaintiff,Appeal Dismissed,Companies Act 2013,In favor of Plaintiff with reference to Companies Act 2013.
962,Criminal Case,High Court,Justice Nair,2016-08-04,Party_339,Party_655,Legal dispute over criminal case issue.,Arguments presented based on Hindu Marriage Act 1955.,Joint Custody,Appeal Dismissed,Companies Act 2013,Joint Custody with reference to Companies Act 2013.
963,Constitutional,District Court,Justice Kumar,2024-04-10,Party_330,Party_865,Legal dispute over constitutional issue.,"Arguments presented based on Article 300A, Transfer of Property Act 1882.",In favor of Defendant,Appeal Dismissed,"IPC Section 378, 323","In favor of Defendant with reference to IPC Section 378, 323."
964,Civil Dispute,NCLT,Justice Nair,2021-02-01,Party_192,Party_935,Legal dispute over civil dispute issue.,"Arguments presented based on Article 300A, Transfer of Property Act 1882.",Guilty,Appeal Pending,Companies Act 2013,Guilty with reference to Companies Act 2013.
965,Family Law,Family Court,Justice Kumar,2017-01-30,Party_323,Party_624,Legal dispute over family law issue.,"Arguments presented based on Article 300A, Transfer of Property Act 1882.",In favor of Defendant,No Appeal,Hindu Marriage Act 1955,In favor of Defendant with reference to Hindu Marriage Act 1955.
966,Criminal Case,Family Court,Justice Sharma,2015-05-23,Party_217,Party_866,Legal dispute over criminal case issue.,Arguments presented based on Companies Act 2013.,In favor of Plaintiff,Appeal Pending,Companies Act 2013,In favor of Plaintiff with reference to Companies Act 2013.
967,Criminal Case,District Court,Justice Sharma,2024-09-24,Party_321,Party_782,Legal dispute over criminal case issue.,Arguments presented based on Hindu Marriage Act 1955.,Not Guilty,No Appeal,"Article 300A, Transfer of Property Act 1882","Not Guilty with reference to Article 300A, Transfer of Property Act 1882."
968,Civil Dispute,Family Court,Justice Mehta,2016-04-30,Party_442,Party_779,Legal dispute over civil dispute issue.,"Arguments presented based on Constitution of India, Article 21.",In favor of Defendant,Appeal Pending,"Constitution of India, Article 21","In favor of Defendant with reference to Constitution of India, Article 21."
969,Constitutional,NCLT,Justice Sharma,2018-06-08,Party_64,Party_569,Legal dispute over constitutional issue.,Arguments presented based on Companies Act 2013.,Not Guilty,Appeal Pending,"IPC Section 378, 323","Not Guilty with reference to IPC Section 378, 323."
970,Criminal Case,Family Court,Justice Sharma,2019-11-26,Party_390,Party_700,Legal dispute over criminal case issue.,Arguments presented based on Hindu Marriage Act 1955.,Guilty,No Appeal,"Constitution of India, Article 21","Guilty with reference to Constitution of India, Article 21."
971,Corporate Law,Supreme Court,Justice Nair,2022-07-03,Party_109,Party_873,Legal dispute over corporate law issue.,Arguments presented based on Hindu Marriage Act 1955.,Not Guilty,Appeal Pending,Companies Act 2013,Not Guilty with reference to Companies Act 2013.
972,Corporate Law,NCLT,Justice Nair,2017-06-24,Party_272,Party_656,Legal dispute over corporate law issue.,Arguments presented based on Hindu Marriage Act 1955.,Not Guilty,Appeal Dismissed,"Article 300A, Transfer of Property Act 1882","Not Guilty with reference to Article 300A, Transfer of Property Act 1882."
973,Corporate Law,Family Court,Justice Mehta,2022-11-27,Party_148,Party_775,Legal dispute over corporate law issue.,Arguments presented based on Hindu Marriage Act 1955.,In favor of Defendant,No Appeal,Hindu Marriage Act 1955,In favor of Defendant with reference to Hindu Marriage Act 1955.
974,Constitutional,Family Court,Justice Nair,2022-12-27,Party_401,Party_770,Legal dispute over constitutional issue.,Arguments presented based on Companies Act 2013.,In favor of Plaintiff,Appeal Pending,"Article 300A, Transfer of Property Act 1882","In favor of Plaintiff with reference to Article 300A, Transfer of Property Act 1882."
975,Criminal Case,NCLT,Justice Nair,2018-02-26,Party_283,Party_650,Legal dispute over criminal case issue.,Arguments presented based on Hindu Marriage Act 1955.,Not Guilty,Appeal Dismissed,Companies Act 2013,Not Guilty with reference to Companies Act 2013.
976,Corporate Law,NCLT,Justice Kumar,2017-09-29,Party_212,Party_815,Legal dispute over corporate law issue.,"Arguments presented based on IPC Section 378, 323.",In favor of Defendant,Appeal Dismissed,Hindu Marriage Act 1955,In favor of Defendant with reference to Hindu Marriage Act 1955.
977,Constitutional,NCLT,Justice Mehta,2019-07-15,Party_58,Party_692,Legal dispute over constitutional issue.,Arguments presented based on Companies Act 2013.,In favor of Defendant,Appeal Pending,Companies Act 2013,In favor of Defendant with reference to Companies Act 2013.
978,Criminal Case,Supreme Court,Justice Nair,2017-08-27,Party_200,Party_655,Legal dispute over criminal case issue.,Arguments presented based on Companies Act 2013.,Guilty,No Appeal,"Constitution of India, Article 21","Guilty with reference to Constitution of India, Article 21."
979,Criminal Case,District Court,Justice Kumar,2020-11-23,Party_125,Party_619,Legal dispute over criminal case issue.,"Arguments presented based on IPC Section 378, 323.",Guilty,No Appeal,"Constitution of India, Article 21","Guilty with reference to Constitution of India, Article 21."
980,Civil Dispute,Family Court,Justice Reddy,2018-03-13,Party_412,Party_700,Legal dispute over civil dispute issue.,"Arguments presented based on IPC Section 378, 323.",Joint Custody,Appeal Pending,"Constitution of India, Article 21","Joint Custody with reference to Constitution of India, Article 21."
981,Criminal Case,Family Court,Justice Kumar,2020-10-29,Party_387,Party_732,Legal dispute over criminal case issue.,"Arguments presented based on Article 300A, Transfer of Property Act 1882.",Joint Custody,Appeal Dismissed,"IPC Section 378, 323","Joint Custody with reference to IPC Section 378, 323."
982,Constitutional,High Court,Justice Reddy,2023-12-06,Party_110,Party_764,Legal dispute over constitutional issue.,Arguments presented based on Hindu Marriage Act 1955.,Joint Custody,Appeal Dismissed,Companies Act 2013,Joint Custody with reference to Companies Act 2013.
983,Constitutional,High Court,Justice Reddy,2024-09-11,Party_323,Party_862,Legal dispute over constitutional issue.,"Arguments presented based on Constitution of India, Article 21.",Joint Custody,Appeal Pending,Companies Act 2013,Joint Custody with reference to Companies Act 2013.
984,Constitutional,High Court,Justice Reddy,2021-06-14,Party_52,Party_664,Legal dispute over constitutional issue.,Arguments presented based on Companies Act 2013.,Joint Custody,Appeal Pending,"Constitution of India, Article 21","Joint Custody with reference to Constitution of India, Article 21."
985,Civil Dispute,District Court,Justice Reddy,2017-04-26,Party_191,Party_609,Legal dispute over civil dispute issue.,Arguments presented based on Companies Act 2013.,Guilty,No Appeal,"Article 300A, Transfer of Property Act 1882","Guilty with reference to Article 300A, Transfer of Property Act 1882."
986,Family Law,Family Court,Justice Mehta,2015-11-19,Party_148,Party_697,Legal dispute over family law issue.,"Arguments presented based on Article 300A, Transfer of Property Act 1882.",In favor of Plaintiff,No Appeal,"Article 300A, Transfer of Property Act 1882","In favor of Plaintiff with reference to Article 300A, Transfer of Property Act 1882."
987,Criminal Case,NCLT,Justice Sharma,2024-08-24,Party_144,Party_527,Legal dispute over criminal case issue.,Arguments presented based on Hindu Marriage Act 1955.,Not Guilty,Appeal Pending,"IPC Section 378, 323","Not Guilty with reference to IPC Section 378, 323."
988,Constitutional,Supreme Court,Justice Reddy,2016-07-21,Party_481,Party_638,Legal dispute over constitutional issue.,Arguments presented based on Companies Act 2013.,Not Guilty,No Appeal,"IPC Section 378, 323","Not Guilty with reference to IPC Section 378, 323."
989,Civil Dispute,High Court,Justice Reddy,2017-09-25,Party_3,Party_761,Legal dispute over civil dispute issue.,"Arguments presented based on IPC Section 378, 323.",Not Guilty,No Appeal,"IPC Section 378, 323","Not Guilty with reference to IPC Section 378, 323."
990,Criminal Case,District Court,Justice Reddy,2017-01-18,Party_426,Party_840,Legal dispute over criminal case issue.,"Arguments presented based on IPC Section 378, 323.",In favor of Defendant,Appeal Pending,"Article 300A, Transfer of Property Act 1882","In favor of Defendant with reference to Article 300A, Transfer of Property Act 1882."
991,Criminal Case,District Court,Justice Mehta,2016-05-01,Party_153,Party_725,Legal dispute over criminal case issue.,"Arguments presented based on Article 300A, Transfer of Property Act 1882.",Guilty,No Appeal,Hindu Marriage Act 1955,Guilty with reference to Hindu Marriage Act 1955.
992,Constitutional,District Court,Justice Sharma,2017-10-15,Party_194,Party_673,Legal dispute over constitutional issue.,"Arguments presented based on Article 300A, Transfer of Property Act 1882.",Guilty,Appeal Dismissed,"Constitution of India, Article 21","Guilty with reference to Constitution of India, Article 21."
993,Corporate Law,District Court,Justice Reddy,2021-09-30,Party_80,Party_757,Legal dispute over corporate law issue.,"Arguments presented based on Article 300A, Transfer of Property Act 1882.",Joint Custody,Appeal Dismissed,Companies Act 2013,Joint Custody with reference to Companies Act 2013.
994,Corporate Law,NCLT,Justice Nair,2018-06-23,Party_207,Party_971,Legal dispute over corporate law issue.,Arguments presented based on Hindu Marriage Act 1955.,In favor of Defendant,Appeal Dismissed,"Constitution of India, Article 21","In favor of Defendant with reference to Constitution of India, Article 21."
995,Constitutional,District Court,Justice Kumar,2022-12-24,Party_160,Party_521,Legal dispute over constitutional issue.,Arguments presented based on Hindu Marriage Act 1955.,In favor of Defendant,No Appeal,Hindu Marriage Act 1955,In favor of Defendant with reference to Hindu Marriage Act 1955.
996,Corporate Law,NCLT,Justice Nair,2023-04-28,Party_13,Party_616,Legal dispute over corporate law issue.,"Arguments presented based on Article 300A, Transfer of Property Act 1882.",In favor of Plaintiff,Appeal Dismissed,Hindu Marriage Act 1955,In favor of Plaintiff with reference to Hindu Marriage Act 1955.
997,Civil Dispute,High Court,Justice Mehta,2018-10-04,Party_152,Party_580,Legal dispute over civil dispute issue.,Arguments presented based on Companies Act 2013.,Not Guilty,No Appeal,"Article 300A, Transfer of Property Act 1882","Not Guilty with reference to Article 300A, Transfer of Property Act 1882."
998,Civil Dispute,Family Court,Justice Nair,2023-01-09,Party_6,Party_578,Legal dispute over civil dispute issue.,"Arguments presented based on Article 300A, Transfer of Property Act 1882.",Not Guilty,Appeal Dismissed,Hindu Marriage Act 1955,Not Guilty with reference to Hindu Marriage Act 1955.
999,Family Law,High Court,Justice Mehta,2021-08-29,Party_249,Party_521,Legal dispute over family law issue.,Arguments presented based on Hindu Marriage Act 1955.,In favor of Plaintiff,Appeal Pending,Companies Act 2013,In favor of Plaintiff with reference to Companies Act 2013.
1000,Civil Dispute,NCLT,Justice Sharma,2016-12-29,Party_256,Party_898,Legal dispute over civil dispute issue.,Arguments presented based on Companies Act 2013.,In favor of Plaintiff,Appeal Pending,Hindu Marriage Act 1955,In favor of Plaintiff with reference to Hindu Marriage Act 1955.
1001,Constitutional,Supreme Court,Justice Mehta,2020-07-08,Party_77,Party_981,Legal dispute over constitutional issue.,Arguments presented based on Companies Act 2013.,Guilty,Appeal Pending,"Constitution of India, Article 21","Guilty with reference to Constitution of India, Article 21."
